(0, 0),0
(0, 509),1
(1, 1),2
(1, 2),3
(2, 3),4
(3, 4),5
(3, 306),6
(3, 555),7
(3, 556),8
(3, 566),9
(4, 5),10
(5, 6),11
(5, 12),12
(5, 48),13
(5, 89),14
(5, 158),15
(5, 265),16
(5, 812),17
(6, 3),18
(6, 6),19
(6, 7),20
(6, 8),21
(6, 12),22
(6, 14),23
(6, 20),24
(6, 21),25
(6, 22),26
(6, 33),27
(6, 36),28
(6, 38),29
(6, 39),30
(6, 41),31
(6, 43),32
(6, 44),33
(6, 46),34
(6, 47),35
(6, 48),36
(6, 49),37
(6, 50),38
(6, 51),39
(6, 52),40
(6, 55),41
(6, 56),42
(6, 57),43
(6, 58),44
(6, 59),45
(6, 61),46
(6, 62),47
(6, 63),48
(6, 64),49
(6, 65),50
(6, 66),51
(6, 67),52
(6, 68),53
(6, 73),54
(6, 75),55
(6, 77),56
(6, 80),57
(6, 82),58
(6, 83),59
(6, 84),60
(6, 85),61
(6, 88),62
(6, 89),63
(6, 90),64
(6, 93),65
(6, 94),66
(6, 97),67
(6, 99),68
(6, 101),69
(6, 102),70
(6, 105),71
(6, 107),72
(6, 108),73
(6, 109),74
(6, 110),75
(6, 112),76
(6, 113),77
(6, 115),78
(6, 116),79
(6, 118),80
(6, 119),81
(6, 121),82
(6, 122),83
(6, 127),84
(6, 129),85
(6, 131),86
(6, 132),87
(6, 133),88
(6, 155),89
(6, 158),90
(6, 159),91
(6, 172),92
(6, 173),93
(6, 177),94
(6, 178),95
(6, 179),96
(6, 180),97
(6, 181),98
(6, 182),99
(6, 183),100
(6, 186),101
(6, 188),102
(6, 189),103
(6, 193),104
(6, 194),105
(6, 195),106
(6, 197),107
(6, 198),108
(6, 199),109
(6, 200),110
(6, 201),111
(6, 202),112
(6, 203),113
(6, 207),114
(6, 208),115
(6, 209),116
(6, 212),117
(6, 213),118
(6, 214),119
(6, 215),120
(6, 220),121
(6, 221),122
(6, 223),123
(6, 224),124
(6, 226),125
(6, 227),126
(6, 228),127
(6, 229),128
(6, 231),129
(6, 232),130
(6, 233),131
(6, 237),132
(6, 238),133
(6, 239),134
(6, 241),135
(6, 243),136
(6, 244),137
(6, 246),138
(6, 248),139
(6, 250),140
(6, 251),141
(6, 252),142
(6, 253),143
(6, 254),144
(6, 256),145
(6, 257),146
(6, 258),147
(6, 260),148
(6, 261),149
(6, 263),150
(6, 264),151
(6, 265),152
(6, 269),153
(6, 270),154
(6, 274),155
(6, 276),156
(6, 281),157
(6, 283),158
(6, 285),159
(6, 292),160
(6, 293),161
(6, 297),162
(6, 298),163
(6, 300),164
(6, 303),165
(6, 304),166
(6, 305),167
(6, 306),168
(6, 307),169
(6, 309),170
(6, 310),171
(6, 311),172
(6, 312),173
(6, 313),174
(6, 314),175
(6, 315),176
(6, 316),177
(6, 317),178
(6, 318),179
(6, 319),180
(6, 320),181
(6, 321),182
(6, 322),183
(6, 323),184
(6, 324),185
(6, 325),186
(6, 329),187
(6, 331),188
(6, 334),189
(6, 335),190
(6, 342),191
(6, 345),192
(6, 374),193
(6, 396),194
(6, 401),195
(6, 403),196
(6, 419),197
(6, 420),198
(6, 421),199
(6, 422),200
(6, 423),201
(6, 424),202
(6, 425),203
