Epoch,Loss,Recall,Precision,NDCG
0,0.2916814091079163,0.1302893118693598,0.04092203094648003,0.11379754739862952
1,0.13836424190061863,0.1212494576903618,0.03808527027932209,0.10618553872541533
2,0.09710576976037989,0.12165129380851311,0.038103690803134825,0.10596061564389146
3,0.08018499292960071,0.12296850664835562,0.038368276508808294,0.10624902355658425
4,0.07063847042695441,0.12443735108025716,0.03860606872529972,0.10658376077848646
5,0.0640853526672781,0.12587785130263177,0.038880701989416566,0.10698348968559958
6,0.05984922302792771,0.12694896569266856,0.039069931006765375,0.10727505122848935
7,0.056866010425217224,0.12817642773770574,0.03936131020162101,0.10814376765442002
8,0.05359014260084039,0.12943109924551946,0.03964766561725499,0.10883594481233543
9,0.05103030130078997,0.13072450959276702,0.039959139928997245,0.10961481095662778
10,0.04906908314524576,0.1319580165511355,0.04028736017147832,0.11042534713495986
11,0.04696425092829899,0.13320680627390236,0.04060553285551609,0.11115555412814045
12,0.04515572406840746,0.133973088796708,0.040850023444303066,0.11178204029809692
13,0.04461180967645663,0.13477638247372584,0.04107106973005558,0.1123105028322793
14,0.04303577925182051,0.13580573695312312,0.041367472704132886,0.11321493533635213
15,0.04154648526919761,0.13671314452890493,0.0416555027128408,0.11382457619504235
16,0.04040313810768603,0.13756968285843918,0.04187152521937169,0.1145872592617503
17,0.03930644757782269,0.13862205660628843,0.04219974546185277,0.11530038873361617
18,0.03837105751771367,0.13935769007863233,0.04241074418916205,0.11600344491706158
19,0.03714441779455302,0.14024554408090326,0.042665282336392274,0.11667914061311836
20,0.03707431603900411,0.14106822075705505,0.04287125728447985,0.11720665133361624
21,0.03617372682242833,0.1420554693238667,0.04310402572174963,0.11786672537943738
22,0.03538741078698123,0.14275415902889949,0.04335186549668433,0.1185433077442562
23,0.034713198764795304,0.1435019899868561,0.04355449125862418,0.11910701871860528
24,0.033922514643030935,0.1443247218853035,0.04374874405519459,0.11975408741253318
25,0.03354268207807432,0.14477286358339397,0.04392625092102615,0.12023783011613544
26,0.03265231979465244,0.145690442762252,0.04417409069596092,0.12099023277839752
27,0.03249746926994336,0.14617124075947402,0.04428796302498495,0.12146079334295112
28,0.03194635220323548,0.14675052621876206,0.04443867640163439,0.12186794708721417
29,0.031199067111381075,0.1469157736248629,0.04453077902069795,0.12222560562809545
30,0.03075587201035685,0.14737345682784514,0.044654698908165334,0.12272649572534786
31,0.03039284504837159,0.14789583188148375,0.04482383280862748,0.1232137785578826
32,0.03015874939114608,0.1486670783173431,0.045039855315158424,0.12356663397679736
33,0.029142955581497664,0.1489190060356872,0.045103489851966,0.12386120766577868
34,0.0290963095236532,0.1494591075640554,0.04522406055328551,0.12436034189589765
35,0.028779963285408237,0.15006841373718963,0.04538482148837832,0.12489797581436236
36,0.028137457444134987,0.150615501358385,0.04557907428494874,0.12529328718773927
37,0.027653486246826373,0.15117610441112744,0.04569294661397277,0.1257794097819116
38,0.027611522225079812,0.1514810343029498,0.045761604930001996,0.12609949886259067
39,0.02710941700133109,0.15183933764721813,0.04590394534128209,0.12642742769791973
40,0.026825650891458445,0.1525074038688754,0.046079777614039814,0.12689414290364312
41,0.026312976106625013,0.1528029398114347,0.04618192779154666,0.12728985026718864
42,0.025987393773076208,0.15324027017943326,0.04630249849286628,0.1276839743004566
43,0.025887966993255445,0.1536607986849072,0.04640297407729922,0.1280124289544065
44,0.025324051150807526,0.1540449624566385,0.046498425882510526,0.12845865659970437
45,0.025172520692300315,0.1544056508433785,0.04657713175698307,0.12876186840133305
46,0.02506252140926216,0.15486507534148117,0.046721146761336964,0.12931635985415338
47,0.024882045967240977,0.15517486837975472,0.0468618125795432,0.1295751837817581
48,0.0248268921248088,0.15567199414489172,0.04693214548864627,0.12993259650880526
49,0.024295210146881414,0.15593312268660162,0.04713644584366,0.13037100855217032
50,0.02391972453474547,0.15636334416506747,0.04724864357961019,0.1305977933909143
51,0.02351281709376384,0.1568480168270703,0.04738596021166863,0.13114806271590287
52,0.02325248427105823,0.15720211838354878,0.04749480876147096,0.13143092676164647
53,0.023652710923642822,0.15712527038291937,0.04744959474847612,0.13147348358548283
54,0.023461894188640697,0.1576021798462915,0.04756346707750017,0.1318603546111062
55,0.022852565366492578,0.1579571388020007,0.0476287762073816,0.13203073916221308
56,0.023214642812187474,0.15828491925269847,0.047714180454149616,0.13230901195615505
57,0.022122513498132577,0.15865985288808257,0.047838100341616945,0.13268364251007236
58,0.02255195980383591,0.15889587107841793,0.04788833813383345,0.13280490518719226
59,0.021741406312400496,0.1589230111779888,0.04793355214682829,0.13300032091317587
60,0.021802969730807222,0.1591893944799698,0.04802565476589183,0.13338709734732201
61,0.02172214868760696,0.1598971617009644,0.04824167727242275,0.13392449552758143
62,0.02150977899866047,0.15989427552326196,0.0482199075624623,0.13385872194727663
63,0.02130566540672773,0.16016290668891908,0.04835554960144683,0.13420938188337833
64,0.021376571041823486,0.1602074616020205,0.04838066849755508,0.13452631883023025
65,0.021259002208784974,0.16031831803339236,0.04841248576595888,0.13469059114416873
66,0.020787954328092512,0.16048300574900295,0.04844262844128878,0.13480966323705298
67,0.02062792397772122,0.16091332171309541,0.048601714783307645,0.13524301436945727
68,0.020432331185373995,0.16117797778625595,0.04861008774867708,0.135477140536896
69,0.020646920794564667,0.16133868578047408,0.04868879362314956,0.13562228421711403
70,0.02041718578718678,0.16162490526147977,0.048782570835287045,0.13569608492232824
71,0.020463365374716245,0.16183396155020965,0.04885625293053787,0.13596798867837648
72,0.019711525050095387,0.1623369024445976,0.04904380735481278,0.13644255330418587
73,0.01986577221653377,0.16272675402885511,0.049095719740103155,0.1365673070920735
74,0.01972794891899508,0.16302767802353502,0.04917610020764955,0.13683821141741226
75,0.019497324463281066,0.16315450229427803,0.04920624288297945,0.13696545511429337
76,0.01977746500257365,0.16317877700455047,0.049293321722821304,0.13717275373745058
77,0.019018848685340747,0.16360333665319166,0.049393797307254315,0.13762389113001192
78,0.019106989173745415,0.16396506085721632,0.049532788532386636,0.13786638761505152
79,0.01877565938283247,0.1637499164651934,0.04949092370553956,0.13789054878253498
80,0.018954015012378946,0.16407192314807817,0.04958972469689869,0.13797832647689542
81,0.019169526821416285,0.16473549184966757,0.049737088887400374,0.13829272346600796
82,0.018971698478598035,0.1650775112895571,0.04986603255408932,0.13864216172503618
83,0.018731975596341672,0.16500806221563333,0.04983588987875942,0.13871804261625675
84,0.018619559634702677,0.16518073511642853,0.04982751691339006,0.13866665557365987
85,0.018381348420687095,0.16579105485763196,0.04999330162770449,0.13899133842909844
86,0.018432694383793406,0.16589301177451665,0.04999162703463059,0.13922048445374666
87,0.01823853979573933,0.1660905903532977,0.05008540424676801,0.13943594853787136
88,0.018117936530310397,0.16611716667386522,0.05013564203898456,0.1396321880999085
89,0.0179360005534207,0.16611652820619704,0.05011554692209796,0.1395734310989009
90,0.017829231332253778,0.16657209315565322,0.05023611762341755,0.13988638066890072
91,0.017773797516852166,0.166588189583813,0.050261236519525784,0.13986015045015834
92,0.017540192650160706,0.16660545626654683,0.05029472838100345,0.13986613946593798
93,0.01765062270987064,0.16711365834414268,0.050453814723022274,0.14027276068453484
94,0.01750462365835303,0.16698823848639235,0.05040525152387969,0.14034441636535788
95,0.017268408416779808,0.16705516471759171,0.05044879094380065,0.14037726732944245
96,0.01727968165086526,0.167168340332983,0.0504856319914261,0.14049751152028975
97,0.017537261429948336,0.16697603010379575,0.050443767164579,0.1405724132740598
98,0.01725389833345708,0.16712769267207114,0.05052247303905151,0.14075929250210212
99,0.01765783396173231,0.16754695558891958,0.05060452809967181,0.14104022356738094
100,0.01714256517306873,0.1673816915188719,0.05061457565811513,0.14109216217767712
101,0.01689791602948022,0.1672801486122379,0.05064639292651882,0.1413200787177087
102,0.01678327891994456,0.16773635319203978,0.050741844731730185,0.14156995933240543
103,0.016830682606351646,0.16810324039703134,0.05084232031616319,0.14179660079220127
104,0.016813030151292832,0.16841974702449916,0.05089255810837965,0.14190995181651467
105,0.01675978494629339,0.16823340824637223,0.05088418514301028,0.14199858893623613
106,0.016573314785468158,0.16857509074522206,0.05098968450666489,0.14212415089156433
107,0.016596178232569887,0.16862441059691394,0.05096289101748272,0.14221996383790525
108,0.016492360412622944,0.16904240088968103,0.05102317636814256,0.14245937035268336
109,0.016327691337357116,0.1691347072619898,0.051145421662536016,0.14265736217046568
110,0.016139474706818358,0.16929867714227184,0.05116886596557035,0.14278229896262354
111,0.016160997983087042,0.1692005113197177,0.051113604394132255,0.1427594224033898
112,0.016083243107799478,0.16944450057228577,0.05119063567553084,0.14290259032940647
113,0.01649856469311723,0.16956555432878082,0.05118226271016142,0.1429348496277583
114,0.016219678318429024,0.16965992680328,0.05124924643311673,0.14295148469984423
115,0.016193212668477286,0.1694042249846422,0.05120235782704801,0.1429856615007284
116,0.016043808962679422,0.16966654594999994,0.05127938910844664,0.14312250070394522
117,0.015816859891544088,0.16962910482679047,0.05126096858463391,0.14330008658023471
118,0.015912262236022136,0.16962853734234518,0.051271016143077254,0.14334513914042515
119,0.015869334756368488,0.16974931892500375,0.05134804742447588,0.1435149502916957
120,0.015756725046708428,0.17007654535636338,0.05139158684439677,0.14363962535433272
121,0.015729570744860203,0.16988297922201734,0.051384888472101264,0.1436555656762164
122,0.015668396932082346,0.1700258176797862,0.0514619197534999,0.14386096276803856
123,0.015462882341722948,0.17010194469376103,0.05146526893964771,0.1439916988457502
124,0.01560404741515716,0.16991916457478928,0.051378190099805786,0.14388144435647734
125,0.015491267699146211,0.17048018736377807,0.05150378458034699,0.14424292649118514
126,0.0154624693566049,0.17036023974183065,0.05147866568423873,0.14429519978131378
127,0.015520557657712035,0.1703853734620116,0.051537276441824674,0.14426422666182026
128,0.015394506707900402,0.17061374734130183,0.05162770446781435,0.14457902408691864
129,0.015610317433854997,0.17068803718832767,0.05169133900462188,0.1444958327010193
130,0.015193297607692504,0.1707484054680231,0.05173822761069063,0.14458347655897325
131,0.0150143398169541,0.17096313944220415,0.051763346506798855,0.14473962219941522
132,0.014993681821671098,0.17121977372423222,0.05183367941590194,0.1447821863838735
133,0.014995058732709348,0.17097953977640243,0.051781767030611534,0.14485021545922158
134,0.015119217013977844,0.17091236858574627,0.05182865563668033,0.14488145932001337
135,0.014865714837938096,0.17105650873167935,0.05187554424274902,0.14495609246873611
136,0.014956896873002853,0.1712330527227053,0.0518738696496751,0.1450881406694809
137,0.015034827090931511,0.1713334660248783,0.051878893428896754,0.14525914906951756
138,0.014830587302438088,0.171234187203169,0.051895639359635606,0.14528883652941804
139,0.014744298193942417,0.17145163497351354,0.05193248040726104,0.14531287755134623
140,0.014804893970545945,0.1711561018178943,0.05193415500033492,0.14541971745730073
141,0.014811601717909328,0.17149919435920827,0.05201955924710296,0.14566474474168
142,0.014796601239159102,0.1713659993444288,0.05200448790943803,0.14550298674702986
