Epoch,Loss,Accuracy,Recall,Precision
84,0.05596567325053867,0.9629401149086624,0.9792552849412478,0.9484610387876954
85,0.0559874605403636,0.9637365571596935,0.979299774716549,0.949552824057081
86,0.05559938667563677,0.9638470462581026,0.9795076696978047,0.9499202750732668
87,0.05586459757979423,0.9634189010017679,0.9798478457089175,0.9486553003281495
88,0.055853435569403816,0.963966742781379,0.9801587666608409,0.9494769483007502
89,0.05557825082763241,0.9639621390689452,0.97895686433345,0.9504692108320673
90,0.05538289627343708,0.9641831172657631,0.9796458636767521,0.9505968729722762
91,0.05533342877557999,0.9649151075427225,0.9806304560470996,0.9506033688466665
92,0.05511684946761154,0.9637964054213317,0.9797264311702667,0.9494496862363537
93,0.0552681001885633,0.9645514142604596,0.9798011415945498,0.950809420005003
94,0.05503488516384701,0.9639621390689452,0.9797956447362337,0.9494368430956157
95,0.05503610670457667,0.9646849219210372,0.9808683941073916,0.9499955329223622
96,0.05474596641511008,0.9648414481437831,0.9805368695188051,0.9507289826364723
97,0.05493669703100709,0.9651176708898055,0.980748840597081,0.9509306109313261
98,0.054945944106657464,0.9649841632292281,0.9808957036028662,0.9507091850834886
99,0.054680496856845714,0.9647079404832056,0.9801455014273874,0.9507789609090259
