Epoch,Loss,Accuracy,Recall,Precision
44,24.408462381362916,0.6982758620689655,0.9098805646036916,0.6372623574144487
45,24.283161934216817,0.7229166666666667,0.9162357807652534,0.6626776364996261
46,24.75337949593862,0.7177083333333333,0.9183673469387755,0.6472369417108251
47,24.225214509403003,0.721875,0.9166666666666666,0.6629464285714286
48,24.19637602965037,0.7223958333333333,0.9201680672268907,0.6571642910727682
49,24.124756558736166,0.7348958333333333,0.9466382070437567,0.6589895988112927
50,23.310320873891026,0.7338541666666667,0.9364908503767492,0.6580937972768532
51,23.990547355016073,0.7307291666666667,0.9343915343915344,0.6599402092675636
52,22.04111650387446,0.7421875,0.919917864476386,0.6824067022086824
53,24.32092312741871,0.7348958333333333,0.9361924686192469,0.6664184661206255
54,24.426749806444185,0.7311422413793104,0.9428263214670982,0.6621212121212121
55,23.10227999687195,0.7375,0.9373072970195272,0.6730627306273063
56,23.153034352073984,0.7265625,0.94136460554371,0.6526237989652623
57,22.747357431522087,0.740625,0.9427987742594485,0.6761904761904762
58,21.841880798339844,0.7427083333333333,0.9409326424870467,0.675092936802974
59,22.140648659070333,0.7338541666666667,0.9419978517722879,0.6574212893553223
60,22.59678154937492,0.7416666666666667,0.922440537745605,0.6793602437166794
61,21.85936051360832,0.7192708333333333,0.9361471861471862,0.6431226765799256
62,21.953168312708538,0.7317708333333334,0.9332648870636551,0.6688741721854304
63,21.617570018768312,0.7265625,0.9384615384615385,0.6630434782608695
64,21.36518950064977,0.7401041666666667,0.9544973544973545,0.6642120765832106
65,20.39801305135091,0.7276041666666667,0.9426485922836287,0.6588921282798834
66,21.982142297426858,0.753125,0.9478079331941545,0.6816816816816816
67,21.010922733942667,0.7296875,0.9344608879492601,0.6592095451155854
68,21.4476904908816,0.7567708333333333,0.950592885375494,0.6976069615663524
69,20.983176493644713,0.7364583333333333,0.9337474120082816,0.6711309523809523
70,20.974309608715924,0.7473958333333334,0.960427807486631,0.6671619613670133
71,20.584781726201374,0.7401041666666667,0.9533195020746889,0.6693372177713037
72,21.25880399545034,0.7432291666666667,0.948118006103764,0.6783114992721979
73,20.373448451360066,0.7354166666666667,0.9533195020746889,0.6649782923299565
74,20.40306006272634,0.7479166666666667,0.94375,0.6781437125748503
75,20.735522159860153,0.7317708333333334,0.9628844114528102,0.654178674351585
76,19.418930510679882,0.740625,0.9565217391304348,0.6637233259749816
77,19.942244403618428,0.7552083333333334,0.9503042596348884,0.6899852724594993
78,19.268875590960185,0.7421875,0.9586507072905331,0.6584454409566517
79,19.608888713518777,0.7479166666666667,0.9612970711297071,0.6727672035139092
80,19.253195103009542,0.7192708333333333,0.9599133261105092,0.638328530259366
81,19.451364318529766,0.7401041666666667,0.9517313746065058,0.6669117647058823
82,18.353590210278828,0.7619791666666667,0.9550898203592815,0.6990504017531045
83,19.140848128000894,0.759375,0.9608879492600423,0.6814092953523239
84,18.955272114966526,0.7354166666666667,0.9539267015706806,0.6625454545454545
85,19.026324039648387,0.7432291666666667,0.9396378269617707,0.6832479882955377
86,19.650754634539286,0.7395833333333334,0.9446122860020141,0.67823571945047
87,17.730706317365662,0.7416666666666667,0.950259067357513,0.6717948717948717
88,18.445913338464155,0.7484375,0.9487704918032787,0.681383370125092
89,17.708080768585205,0.7541666666666667,0.9591633466135459,0.6908177905308465
90,18.02605725911038,0.76875,0.9690402476780186,0.6940133037694013
91,17.943832302093504,0.7463541666666667,0.953732912723449,0.6718518518518518
92,18.19331347544988,0.7463541666666667,0.9568788501026694,0.6768336964415396
93,17.90689667000258,0.7462284482758621,0.9548387096774194,0.6742596810933941
94,17.61373074054718,0.7223958333333333,0.9550321199143469,0.6449746926970354
95,17.416753482818603,0.7291666666666666,0.9593582887700535,0.6504713560551124
96,16.657729506492615,0.7416666666666667,0.9678089304257529,0.6671438797423049
97,17.397953537870045,0.7453125,0.9587203302373581,0.6741654571843251
98,18.147164090474448,0.7328125,0.9580348004094166,0.6647727272727273
99,17.132769147555035,0.7390625,0.9589905362776026,0.6637554585152838
