0,[0]
1,[2, 3, 1567]
2,[4, 523, 538, 520, 551, 2341, 2333, 2371, 2332, 2398, 2710, 2713, 2958, 3244, 3245, 3475, 3479, 3481, 3577, 3517, 3564, 3537, 3506, 3516, 3490, 4251, 4250, 4253, 4242, 4254, 4241, 4255, 4252, 4247, 4238, 4256, 4240, 4257, 4239, 4258, 3829, 3703, 3925, 3926, 3793, 3779, 3752, 3845, 3813, 3927, 3706, 3913, 3722, 3783, 757, 760, 1252, 1905, 1253, 338, 1898, 101, 131, 1897, 19, 1900, 1888, 1901, 1887, 1902, 1899, 1894, 1883, 1903, 1886, 1904, 1885, 1143, 861, 970, 1159, 892, 1148, 1150, 851, 148, 1247, 850, 921, 247, 1668, 248, 1234, 1683, 111, 1186, 1665, 97, 1207, 1696, 69, 1175, 165, 1185, 249, 22, 234, 38]
3,[5, 11]
4,[10, 2015, 2014, 2016, 2017, 2018, 4268]
5,[20, 21, 29, 556, 793, 794, 791, 795, 796, 785, 798, 799, 800, 801, 802, 803, 787, 804, 805, 806, 108, 97, 110, 111, 112, 113, 1105, 1106, 114, 115, 813]
6,[251, 2873]
7,[252, 1752, 1765, 1828, 1932, 2176, 2226, 2245, 2387, 2330, 2366, 2391, 2441, 2612, 2919, 3690, 3699, 3970, 4092, 1372, 1391, 1521, 666, 1618, 910, 887, 914, 1035, 3937, 2779, 1108, 2098, 1441, 3939, 3942, 3948]
8,[253, 254, 256, 257, 404, 393, 430, 391, 437, 392, 407, 1812, 1824, 1811, 1810, 1805, 1804, 2205, 2440, 2571, 2949, 3186, 3241, 3281, 3249, 3245, 3366, 3367, 3468, 3511, 3469, 3591, 3594, 3592, 3600, 3956, 3960, 3954, 3953, 3952, 4149, 4158, 3998, 3708, 3706, 3704, 4192, 4175, 3995, 1351, 1505, 1517, 1504, 1503, 1498, 1497, 1249, 1290, 1258, 1253, 563, 560, 24, 22, 20, 1600, 1605, 1598, 1597, 1596, 39, 990, 58, 34, 98, 797, 778, 1406, 1922, 1136, 1137, 1180, 706, 2781, 2783, 2780, 2784, 720, 278, 267, 946, 330, 4050]
9,[258, 22, 330]
10,[255, 1811, 1806, 1813, 1816, 2019, 1504, 1499, 1506, 1509, 4291, 2782]
11,[260, 261, 262, 263, 264]
12,[266]
13,[267]
14,[295, 2013, 4312, 4313, 4327]
15,[296, 4306]
16,[297, 4307]
17,[298, 4308]
18,[299, 1931, 1927, 1935, 1941, 1943, 2146, 3608, 4162, 4158, 4168, 1403, 283, 278, 291, 871, 2082, 2091, 2854, 2109, 2107, 2859, 1699, 2851, 2076, 2092, 1681, 2857, 2088, 1691, 2844, 2104, 2097, 2853, 1649, 2099, 942, 2080, 2114, 1700, 1629, 2108, 2077, 2085, 1672, 2115, 2084, 2113, 2850, 2075, 2094, 2852, 2116, 2079, 2081, 2840, 2093, 2849, 2087, 2072, 2117, 2096, 2842, 2089, 2118, 2845, 4309, 2095, 2855, 2086, 2860, 2848, 2083, 2074, 4333, 2112, 2102, 2694, 2858, 250, 2073, 2843, 2111, 2847, 2106, 2090]
19,[300, 4310]
20,[301, 4311]
21,[300, 4310]
22,[296, 4306]
23,[302]
24,[304]
25,[305]
26,[307, 328, 310, 609, 993, 984, 974, 983, 330]
27,[395, 394]
28,[439]
29,[395, 391, 396, 394, 401, 1458, 1467, 1457, 1468, 1469, 2606, 2607, 2608, 2710, 3057, 2947, 752, 753, 754, 698, 307, 306, 317, 318, 319, 58, 328]
30,[449, 4284]
31,[456, 461, 460, 459, 463, 458, 470, 1458, 1472, 1461, 1468, 1464, 1467, 1471, 2948, 2953, 2958, 2955, 2971, 2947, 2968, 2977, 2964, 2994, 2984, 2952, 2951, 2954, 3538, 3494, 3479, 3476, 3523, 3473, 3488, 3482, 3471, 307, 322, 310, 318, 314, 317, 321, 1163, 1144, 1141, 1193, 1157, 1148, 1151, 1208, 1139, 338, 369, 350, 328, 347, 334, 329, 333, 362, 336, 355, 344, 332, 1964, 1969, 1968, 1967, 1971, 1966, 1978]
32,[500, 501]
33,[394, 398, 399, 400, 401, 395, 396, 402, 403, 421, 408, 390, 422, 423, 416, 425, 426, 428, 429, 393, 415, 404, 405, 431, 432, 412, 406, 397, 433, 427, 434, 435, 436, 418, 438, 2949, 2972, 330, 351]
34,[395, 404, 402, 391, 405, 406, 407, 393, 399, 408, 397, 410, 411, 412, 413, 414, 396, 394, 415, 416, 417, 418, 419, 420, 2951, 3192, 4073, 4129, 4066, 4036, 4068, 4064, 3796, 3753, 3712, 3798, 3922, 3906, 3848, 3720, 3805, 114, 116, 36, 28, 70, 123, 227, 243, 168, 63, 3746, 975, 1010, 1016, 1005, 1074, 1008, 152, 192, 977, 1031, 1053, 983]
35,[266]
36,[395, 394, 2947]
37,[405, 3214, 3382, 3390, 3997, 4223, 3849, 3721, 562, 169, 37, 832]
38,[395, 394, 424, 408, 456, 461, 458, 397, 598, 599, 3020, 3021, 3473, 2718, 2717, 1141, 1964, 1969, 1966, 1340, 1341]
39,[502, 503, 504, 505, 506, 507, 508, 509, 510]
40,[395, 405, 399, 1465, 1458, 1467, 1457, 1708, 1755, 1726, 2288, 2286, 2305, 2296, 2313, 2274, 2316, 2314, 2311, 2440, 3023, 3030, 3039, 3025, 3036, 3055, 3050, 3038, 3046, 3029, 3244, 3240, 3255, 3264, 3280, 3279, 3252, 3256, 3371, 3374, 3372, 3373, 3375, 4130, 4135, 4051, 4073, 4095, 4040, 3706, 4064, 4081, 4084, 4136, 4071, 4080, 4075, 4113, 4067, 4083, 4137, 4131, 4052, 1478, 1480, 1476, 1484, 616, 1252, 1248, 1264, 1273, 1289, 1288, 1261, 1265, 669, 637, 22, 2722, 2736, 2756, 2751, 2738, 2746, 2739, 2728, 2727, 2720, 980, 1005, 1024, 1016, 1027, 1081, 1013, 1075, 1080, 991, 1038, 139, 1023, 1018, 1057, 1009, 1026, 1082, 1076, 992, 971, 1028, 1054, 994, 218, 217, 1863, 1871, 1873, 1872, 1869, 1836, 1844, 1846, 1854, 1031, 315, 307, 317, 306, 1072, 1041, 831, 1044, 1077, 1083, 4085, 4110, 4032, 4054, 34, 981, 1034, 2947, 4222]
